doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher,OA Status
10.1002/lary.28925,,,,,FALSE,,2,https://doi.org/10.1002/lary.28925,journal-article,FALSE,FALSE,FALSE,FALSE,0023-852X,"0023-852X,1531-4995",The Laryngoscope,closed,7/24/2020,Wiley,Closed
10.1002/adma.201905717,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/adma.201905717,TRUE,acceptedVersion,2,https://doi.org/10.1002/adma.201905717,journal-article,TRUE,FALSE,FALSE,FALSE,0935-9648,"0935-9648,1521-4095",Advanced Materials,bronze,3/4/2020,Wiley,Archived manuscript
10.1002/lsm.23186,oa repository (via OAI-PMH title and first author match),repository,cc-by,https://escholarship.org/content/qt53m945zj/qt53m945zj.pdf?t=qfs4hc,TRUE,publishedVersion,2,https://doi.org/10.1002/lsm.23186,journal-article,TRUE,FALSE,FALSE,FALSE,0196-8092,"0196-8092,1096-9101",Lasers in Surgery and Medicine,green,11/22/2019,Wiley,Archived manuscript
10.1111/tbj.13351,,,,,FALSE,,2,https://doi.org/10.1111/tbj.13351,journal-article,FALSE,FALSE,FALSE,FALSE,1075-122X,"1075-122X,1524-4741",The Breast Journal,closed,9/1/2019,Wiley,Closed
10.1002/adem.201900333,oa repository (via OAI-PMH title and first author match),repository,,http://arxiv.org/pdf/1904.02230,TRUE,submittedVersion,2,https://doi.org/10.1002/adem.201900333,journal-article,TRUE,FALSE,FALSE,FALSE,1438-1656,"1438-1656,1527-2648",Advanced Engineering Materials,green,8/8/2019,Wiley,Archived manuscript
10.1002/lsm.23060,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6658351?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1002/lsm.23060,journal-article,TRUE,FALSE,FALSE,FALSE,0196-8092,"0196-8092,1096-9101",Lasers in Surgery and Medicine,green,1/25/2019,Wiley,Archived manuscript
10.1002/hast.1036,,,,,FALSE,,2,https://doi.org/10.1002/hast.1036,journal-article,FALSE,FALSE,FALSE,FALSE,0093-0334,0093-0334,Hastings Center Report,closed,7/1/2019,Wiley,Closed
10.1111/trf.15315,,,,,FALSE,,2,https://doi.org/10.1111/trf.15315,journal-article,FALSE,FALSE,FALSE,FALSE,0041-1132,"0041-1132,1537-2995",Transfusion,closed,7/1/2019,Wiley,Closed
10.1111/1467-9655.12976,,,,,FALSE,,2,https://doi.org/10.1111/1467-9655.12976,journal-article,FALSE,FALSE,FALSE,FALSE,1359-0987,1359-0987,Journal of the Royal Anthropological Institute,closed,2/3/2019,Wiley,Closed
10.1111/epi.14561,oa repository (via OAI-PMH title and first author match),repository,cc-by,https://escholarship.org/content/qt71d4h7qq/qt71d4h7qq.pdf?t=pwzsly,TRUE,publishedVersion,2,https://doi.org/10.1111/epi.14561,journal-article,TRUE,FALSE,FALSE,FALSE,0013-9580,0013-9580,Epilepsia,green,9/6/2018,Wiley,Archived manuscript
10.1002/spe.2799,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/spe.2799,TRUE,acceptedVersion,2,https://doi.org/10.1002/spe.2799,journal-article,TRUE,FALSE,FALSE,FALSE,0038-0644,"0038-0644,1097-024X",Software: Practice and Experience,bronze,2/17/2020,Wiley,Archived manuscript
10.1111/phc3.12592,,,,,FALSE,,2,https://doi.org/10.1111/phc3.12592,journal-article,FALSE,FALSE,FALSE,FALSE,1747-9991,"1747-9991,1747-9991",Philosophy Compass,closed,5/1/2019,Wiley,Closed
10.1096/fasebj.2020.34.s1.02334,,,,,FALSE,,2,https://doi.org/10.1096/fasebj.2020.34.s1.02334,journal-article,FALSE,FALSE,FALSE,FALSE,0892-6638,"0892-6638,1530-6860",The FASEB Journal,closed,4/1/2020,Wiley,Closed
10.1111/bjdp.12329,,,,,FALSE,,2,https://doi.org/10.1111/bjdp.12329,journal-article,FALSE,FALSE,FALSE,FALSE,0261-510X,"0261-510X,2044-835X",British Journal of Developmental Psychology,closed,3/25/2020,Wiley,Closed
10.1002/jbio.201900221,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250484,TRUE,acceptedVersion,2,https://doi.org/10.1002/jbio.201900221,journal-article,TRUE,FALSE,FALSE,FALSE,1864-063X,"1864-063X,1864-0648",Journal of Biophotonics,green,1/12/2020,Wiley,Archived manuscript
10.1096/fasebj.2020.34.s1.07482,,,,,FALSE,,2,https://doi.org/10.1096/fasebj.2020.34.s1.07482,journal-article,FALSE,FALSE,FALSE,FALSE,0892-6638,"0892-6638,1530-6860",The FASEB Journal,closed,4/1/2020,Wiley,Closed
10.1111/lasr.12521,,,,,FALSE,,2,https://doi.org/10.1111/lasr.12521,journal-article,FALSE,FALSE,FALSE,FALSE,0023-9216,"0023-9216,1540-5893",Law & Society Review,closed,12/1/2020,Wiley,Closed
10.1002/ccr3.3265,oa journal (via doaj),publisher,cc-by-nc-nd,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ccr3.3265,TRUE,publishedVersion,2,https://doi.org/10.1002/ccr3.3265,journal-article,TRUE,FALSE,TRUE,TRUE,2050-0904,"2050-0904,2050-0904",Clinical Case Reports,gold,9/29/2020,Wiley,Full OA journal
10.1002/lsm.23259,open (via crossref license),publisher,cc-by-nc-nd,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lsm.23259,TRUE,publishedVersion,2,https://doi.org/10.1002/lsm.23259,journal-article,TRUE,FALSE,FALSE,FALSE,0196-8092,"0196-8092,1096-9101",Lasers in Surgery and Medicine,hybrid,5/8/2020,Wiley,Hybrid OA
10.1111/rec.12851,,,,,FALSE,,2,https://doi.org/10.1111/rec.12851,journal-article,FALSE,FALSE,FALSE,FALSE,1061-2971,1061-2971,Restoration Ecology,closed,7/24/2018,Wiley,Closed
10.1002/dc.23974,,,,,FALSE,,2,https://doi.org/10.1002/dc.23974,journal-article,FALSE,FALSE,FALSE,FALSE,1097-0339,8755-1039,Diagnostic Cytopathology,closed,6/7/2018,Wiley,Closed
10.1111/jcpp.13190,oa repository (via OAI-PMH title and last author match),repository,,http://libres.uncg.edu/ir/uncg/f/M_Jensen_Annual_2020.pdf,TRUE,acceptedVersion,2,https://doi.org/10.1111/jcpp.13190,journal-article,TRUE,FALSE,FALSE,FALSE,0021-9630,"0021-9630,1469-7610",Journal of Child Psychology and Psychiatry,green,1/17/2020,Wiley,Archived manuscript
10.1111/tbj.13086,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt5sp6k3n2/qt5sp6k3n2.pdf?t=pj7hdd,TRUE,publishedVersion,2,https://doi.org/10.1111/tbj.13086,journal-article,TRUE,FALSE,FALSE,FALSE,1075-122X,1075-122X,The Breast Journal,green,8/6/2018,Wiley,Archived manuscript
10.1111/xen.12554,,,,,FALSE,,2,https://doi.org/10.1111/xen.12554,journal-article,FALSE,FALSE,FALSE,FALSE,0908-665X,"0908-665X,1399-3089",Xenotransplantation,closed,9/8/2019,Wiley,Closed
10.1111/sdi.12706,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt2tf096jg/qt2tf096jg.pdf?t=pakvh5,TRUE,publishedVersion,2,https://doi.org/10.1111/sdi.12706,journal-article,TRUE,FALSE,FALSE,FALSE,0894-0959,0894-0959,Seminars in Dialysis,green,4/29/2018,Wiley,Archived manuscript
10.1002/cpa.21947,oa repository (via OAI-PMH title and first author match),repository,,http://arxiv.org/pdf/1907.03819,TRUE,submittedVersion,2,https://doi.org/10.1002/cpa.21947,journal-article,TRUE,FALSE,FALSE,FALSE,0010-3640,"0010-3640,1097-0312",Communications on Pure and Applied Mathematics,green,9/30/2020,Wiley,Archived manuscript
10.1111/ijd.14373,,,,,FALSE,,2,https://doi.org/10.1111/ijd.14373,journal-article,FALSE,FALSE,FALSE,FALSE,0011-9059,"0011-9059,1365-4632",International Journal of Dermatology,closed,1/3/2019,Wiley,Closed
10.1111/socf.12514,,,,,FALSE,,2,https://doi.org/10.1111/socf.12514,journal-article,FALSE,FALSE,FALSE,FALSE,0884-8971,"0884-8971,1573-7861",Sociological Forum,closed,7/17/2019,Wiley,Closed
10.1002/lsm.23017,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6428213?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1002/lsm.23017,journal-article,TRUE,FALSE,FALSE,FALSE,0196-8092,0196-8092,Lasers in Surgery and Medicine,green,9/24/2018,Wiley,Archived manuscript
10.1111/ner.13087,,,,,FALSE,,2,https://doi.org/10.1111/ner.13087,journal-article,FALSE,FALSE,FALSE,FALSE,1094-7159,"1094-7159,1525-1403",Neuromodulation: Technology at the Neural Interface,closed,12/15/2019,Wiley,Closed
10.1111/jocd.12799,,,,,FALSE,,2,https://doi.org/10.1111/jocd.12799,journal-article,FALSE,FALSE,FALSE,FALSE,1473-2130,1473-2130,Journal of Cosmetic Dermatology,closed,10/29/2018,Wiley,Closed
10.1111/aos.13959,open (via free article),publisher,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/aos.13959,TRUE,publishedVersion,2,https://doi.org/10.1111/aos.13959,journal-article,TRUE,FALSE,FALSE,FALSE,1755-375X,"1755-375X,1755-3768",Acta Ophthalmologica,bronze,12/3/2018,Wiley,Free
10.1111/hith.12104,,,,,FALSE,,2,https://doi.org/10.1111/hith.12104,journal-article,FALSE,FALSE,FALSE,FALSE,0018-2656,0018-2656,History and Theory,closed,3/1/2019,Wiley,Closed
10.1002/lary.29108,,,,,FALSE,,2,https://doi.org/10.1002/lary.29108,journal-article,FALSE,FALSE,FALSE,FALSE,0023-852X,"0023-852X,1531-4995",The Laryngoscope,closed,9/24/2020,Wiley,Closed
10.1002/clc.22912,open (via free pdf),publisher,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/clc.22912,TRUE,publishedVersion,2,https://doi.org/10.1002/clc.22912,journal-article,TRUE,FALSE,FALSE,FALSE,0160-9289,0160-9289,Clinical Cardiology,bronze,2/1/2018,Wiley,Free
10.1111/bjet.12797,,,,,FALSE,,2,https://doi.org/10.1111/bjet.12797,journal-article,FALSE,FALSE,FALSE,FALSE,0007-1013,"0007-1013,1467-8535",British Journal of Educational Technology,closed,5/5/2019,Wiley,Closed
10.1111/nyas.14040,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt4sn3f81d/qt4sn3f81d.pdf?t=ppc99w,TRUE,submittedVersion,2,https://doi.org/10.1111/nyas.14040,journal-article,TRUE,FALSE,FALSE,FALSE,0077-8923,"0077-8923,1749-6632",Annals of the New York Academy of Sciences,green,3/13/2019,Wiley,Archived manuscript
10.1002/pam.22227,,,,,FALSE,,2,https://doi.org/10.1002/pam.22227,journal-article,FALSE,FALSE,FALSE,FALSE,0276-8739,"0276-8739,1520-6688",Journal of Policy Analysis and Management,closed,5/22/2020,Wiley,Closed
10.1002/jaal.969,,,,,FALSE,,2,https://doi.org/10.1002/jaal.969,journal-article,FALSE,FALSE,FALSE,FALSE,1081-3004,"1081-3004,1936-2706",Journal of Adolescent & Adult Literacy,closed,3/30/2019,Wiley,Closed
10.1002/cpa.21715,oa repository (via OAI-PMH title and first author match),repository,,http://arxiv.org/pdf/1604.07384,TRUE,submittedVersion,2,https://doi.org/10.1002/cpa.21715,journal-article,TRUE,FALSE,FALSE,FALSE,0010-3640,0010-3640,Communications on Pure and Applied Mathematics,green,8/24/2017,Wiley,Archived manuscript
10.1002/fuce.201800192,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/fuce.201800192,TRUE,acceptedVersion,2,https://doi.org/10.1002/fuce.201800192,journal-article,TRUE,FALSE,FALSE,FALSE,1615-6846,"1615-6846,1615-6854",Fuel Cells,bronze,7/10/2019,Wiley,Archived manuscript
10.1002/oby.22668,,,,,FALSE,,2,https://doi.org/10.1002/oby.22668,journal-article,FALSE,FALSE,FALSE,FALSE,1930-7381,"1930-7381,1930-739X",Obesity,closed,11/5/2019,Wiley,Closed
10.1002/ajmg.a.40363,,,,,FALSE,,2,https://doi.org/10.1002/ajmg.a.40363,journal-article,FALSE,FALSE,FALSE,FALSE,1552-4825,"1552-4825,1552-4833",American Journal of Medical Genetics Part A,closed,8/27/2018,Wiley,Closed
10.1002/lary.27307,,,,,FALSE,,2,https://doi.org/10.1002/lary.27307,journal-article,FALSE,FALSE,FALSE,FALSE,0023-852X,0023-852X,The Laryngoscope,closed,10/17/2018,Wiley,Closed
10.1002/pam.22225,,,,,FALSE,,2,https://doi.org/10.1002/pam.22225,journal-article,FALSE,FALSE,FALSE,FALSE,0276-8739,"0276-8739,1520-6688",Journal of Policy Analysis and Management,closed,5/22/2020,Wiley,Closed
10.1111/ijd.14558,,,,,FALSE,,2,https://doi.org/10.1111/ijd.14558,journal-article,FALSE,FALSE,FALSE,FALSE,0011-9059,"0011-9059,1365-4632",International Journal of Dermatology,closed,6/22/2019,Wiley,Closed
10.1111/phc3.12591,,,,,FALSE,,2,https://doi.org/10.1111/phc3.12591,journal-article,FALSE,FALSE,FALSE,FALSE,1747-9991,"1747-9991,1747-9991",Philosophy Compass,closed,5/1/2019,Wiley,Closed
10.1002/term.2630,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt7t85z01g/qt7t85z01g.pdf?t=p6z6gg,TRUE,publishedVersion,2,https://doi.org/10.1002/term.2630,journal-article,TRUE,FALSE,FALSE,FALSE,1932-6254,1932-6254,Journal of Tissue Engineering and Regenerative Medicine,green,1/21/2018,Wiley,Archived manuscript
10.1111/cgf.13368,,,,,FALSE,,2,https://doi.org/10.1111/cgf.13368,journal-article,FALSE,FALSE,FALSE,FALSE,0167-7055,0167-7055,Computer Graphics Forum,closed,5/1/2018,Wiley,Closed
10.1002/term.2791,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt17n6j803/qt17n6j803.pdf?t=pv77uh,TRUE,publishedVersion,2,https://doi.org/10.1002/term.2791,journal-article,TRUE,FALSE,FALSE,FALSE,1932-6254,1932-6254,Journal of Tissue Engineering and Regenerative Medicine,green,1/7/2019,Wiley,Archived manuscript
10.1002/smj.2925,,,,,FALSE,,2,https://doi.org/10.1002/smj.2925,journal-article,FALSE,FALSE,FALSE,FALSE,0143-2095,"0143-2095,1097-0266",Strategic Management Journal,closed,8/14/2018,Wiley,Closed
10.1111/ddg.13411,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6140316?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1111/ddg.13411,journal-article,TRUE,FALSE,FALSE,FALSE,1610-0379,1610-0379,JDDG: Journal der Deutschen Dermatologischen Gesellschaft,green,2/1/2018,Wiley,Archived manuscript
10.1002/lary.28857,,,,,FALSE,,2,https://doi.org/10.1002/lary.28857,journal-article,FALSE,FALSE,FALSE,FALSE,0023-852X,"0023-852X,1531-4995",The Laryngoscope,closed,7/25/2020,Wiley,Closed
10.1111/jog.14228,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc7387116?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1111/jog.14228,journal-article,TRUE,FALSE,FALSE,FALSE,1341-8076,"1341-8076,1447-0756",Journal of Obstetrics and Gynaecology Research,green,5/14/2020,Wiley,Archived manuscript
10.1111/ijd.14933,,,,,FALSE,,2,https://doi.org/10.1111/ijd.14933,journal-article,FALSE,FALSE,FALSE,FALSE,0011-9059,"0011-9059,1365-4632",International Journal of Dermatology,closed,6/9/2020,Wiley,Closed
10.1002/jlb.3ri0619-181r,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/jlb.3ri0619-181r,TRUE,acceptedVersion,2,https://doi.org/10.1002/jlb.3ri0619-181r,journal-article,TRUE,FALSE,FALSE,FALSE,0741-5400,"0741-5400,1938-3673",Journal of Leukocyte Biology,bronze,9/4/2019,Wiley,Archived manuscript
10.1002/acp.3483,oa repository (via OAI-PMH title and first author match),repository,,https://law.bepress.com/cgi/viewcontent.cgi?article=1411&context=usclwps-lss,TRUE,publishedVersion,2,https://doi.org/10.1002/acp.3483,journal-article,TRUE,FALSE,FALSE,FALSE,0888-4080,0888-4080,Applied Cognitive Psychology,green,11/13/2018,Wiley,Archived manuscript
10.1002/adtp.202000122,,,,,FALSE,,2,https://doi.org/10.1002/adtp.202000122,journal-article,FALSE,FALSE,FALSE,FALSE,2366-3987,"2366-3987,2366-3987",Advanced Therapeutics,closed,10/1/2020,Wiley,Closed
10.1111/ropr.12399,,,,,FALSE,,2,https://doi.org/10.1111/ropr.12399,journal-article,FALSE,FALSE,FALSE,FALSE,1541-132X,"1541-132X,1541-1338",Review of Policy Research,closed,8/19/2020,Wiley,Closed
10.1002/lary.28499,,,,,FALSE,,2,https://doi.org/10.1002/lary.28499,journal-article,FALSE,FALSE,FALSE,FALSE,0023-852X,"0023-852X,1531-4995",The Laryngoscope,closed,1/8/2020,Wiley,Closed
10.1002/cjs.11527,oa repository (via OAI-PMH title and first author match),repository,,http://arxiv.org/pdf/1711.04877,TRUE,submittedVersion,2,https://doi.org/10.1002/cjs.11527,journal-article,TRUE,FALSE,FALSE,FALSE,0319-5724,"0319-5724,1708-945X",Canadian Journal of Statistics,green,12/11/2019,Wiley,Archived manuscript
10.1111/ijd.14404,,,,,FALSE,,2,https://doi.org/10.1111/ijd.14404,journal-article,FALSE,FALSE,FALSE,FALSE,0011-9059,"0011-9059,1365-4632",International Journal of Dermatology,closed,3/20/2019,Wiley,Closed
10.1002/alr.22443,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/alr.22443,TRUE,acceptedVersion,2,https://doi.org/10.1002/alr.22443,journal-article,TRUE,FALSE,FALSE,FALSE,2042-6976,"2042-6976,2042-6984",International Forum of Allergy & Rhinology,bronze,9/20/2019,Wiley,Archived manuscript
10.1002/lary.27893,,,,,FALSE,,2,https://doi.org/10.1002/lary.27893,journal-article,FALSE,FALSE,FALSE,FALSE,0023-852X,0023-852X,The Laryngoscope,closed,3/5/2019,Wiley,Closed
10.1111/jora.12400,,,,,FALSE,,2,https://doi.org/10.1111/jora.12400,journal-article,FALSE,FALSE,FALSE,FALSE,1050-8392,1050-8392,Journal of Research on Adolescence,closed,4/25/2018,Wiley,Closed
10.1002/jat.3575,,,,,FALSE,,2,https://doi.org/10.1002/jat.3575,journal-article,FALSE,FALSE,FALSE,FALSE,0260-437X,0260-437X,Journal of Applied Toxicology,closed,12/26/2017,Wiley,Closed
10.1002/aic.17078,,,,,FALSE,,2,https://doi.org/10.1002/aic.17078,journal-article,FALSE,FALSE,FALSE,FALSE,0001-1541,"0001-1541,1547-5905",AIChE Journal,closed,10/14/2020,Wiley,Closed
10.1111/nejo.12333,,,,,FALSE,,2,https://doi.org/10.1111/nejo.12333,journal-article,FALSE,FALSE,FALSE,FALSE,0748-4526,"0748-4526,1571-9979",Negotiation Journal,closed,6/1/2020,Wiley,Closed
10.1002/lary.28052,,,,,FALSE,,2,https://doi.org/10.1002/lary.28052,journal-article,FALSE,FALSE,FALSE,FALSE,0023-852X,"0023-852X,1531-4995",The Laryngoscope,closed,5/13/2019,Wiley,Closed
10.1111/jere.12236,oa repository (via OAI-PMH doi match),repository,,https://authors.library.caltech.edu/98007/1/superstition.pdf,TRUE,acceptedVersion,2,https://doi.org/10.1111/jere.12236,journal-article,TRUE,FALSE,FALSE,FALSE,1352-4739,"1352-4739,1468-5876",The Japanese Economic Review,green,8/18/2019,Springer Science and Business Media LLC,Archived manuscript
10.1111/1556-4029.13797,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/1556-4029.13797,TRUE,acceptedVersion,2,https://doi.org/10.1111/1556-4029.13797,journal-article,TRUE,FALSE,FALSE,FALSE,0022-1198,"0022-1198,1556-4029",Journal of Forensic Sciences,bronze,4/23/2018,Wiley,Archived manuscript
10.1002/glia.23477,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt26f8t0th/qt26f8t0th.pdf?t=plq87p,TRUE,publishedVersion,2,https://doi.org/10.1002/glia.23477,journal-article,TRUE,FALSE,FALSE,FALSE,0894-1491,"0894-1491,1098-1136",Glia,green,10/28/2018,Wiley,Archived manuscript
10.1111/jora.12389,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt8387n0dt/qt8387n0dt.pdf?t=p6z3ry,TRUE,publishedVersion,2,https://doi.org/10.1111/jora.12389,journal-article,TRUE,FALSE,FALSE,FALSE,1050-8392,1050-8392,Journal of Research on Adolescence,green,3/23/2018,Wiley,Archived manuscript
10.1002/ece3.3831,oa journal (via doaj),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.3831,TRUE,publishedVersion,2,https://doi.org/10.1002/ece3.3831,journal-article,TRUE,FALSE,TRUE,TRUE,2045-7758,2045-7758,Ecology and Evolution,gold,1/29/2018,Wiley,Full OA journal
10.1002/adem.202000022,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/adem.202000022,TRUE,acceptedVersion,2,https://doi.org/10.1002/adem.202000022,journal-article,TRUE,FALSE,FALSE,FALSE,1438-1656,"1438-1656,1527-2648",Advanced Engineering Materials,bronze,6/14/2020,Wiley,Archived manuscript
10.1002/lio2.362,oa journal (via doaj),publisher,cc-by-nc-nd,https://www.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lio2.362,TRUE,publishedVersion,2,https://doi.org/10.1002/lio2.362,journal-article,TRUE,FALSE,TRUE,TRUE,2378-8038,"2378-8038,2378-8038",Laryngoscope Investigative Otolaryngology,gold,2/17/2020,Wiley,Full OA journal
10.1002/cphc.201901091,,,,,FALSE,,2,https://doi.org/10.1002/cphc.201901091,journal-article,FALSE,FALSE,FALSE,FALSE,1439-4235,"1439-4235,1439-7641",ChemPhysChem,closed,2/4/2020,Wiley,Closed
